frame_name,fight_prob,pred_label
NV_15_00008.jpg,1.0704067108235904e-06,0
NV_15_00015.jpg,1.3631375850309269e-06,0
NV_15_00045.jpg,9.274205581277783e-07,0
NV_15_00046.jpg,8.603471428614284e-07,0
NV_15_00050.jpg,3.459239223957411e-07,0
NV_15_00065.jpg,7.279090254996845e-07,0
NV_15_00072.jpg,1.3275019909997354e-06,0
NV_15_00100.jpg,1.3574555168816005e-06,0
NV_15_00114.jpg,1.0437825039844029e-06,0
NV_296_00021.jpg,5.593647642854194e-07,0
NV_296_00038.jpg,1.0986205012386563e-07,0
NV_296_00042.jpg,1.9588948418913787e-07,0
NV_296_00043.jpg,1.6416016990206117e-07,0
NV_296_00045.jpg,1.6247216194642533e-07,0
NV_296_00058.jpg,1.2726039244626008e-07,0
NV_296_00064.jpg,1.3360389061745082e-07,0
NV_296_00070.jpg,2.7297954829919036e-07,0
NV_296_00077.jpg,1.781428551339559e-07,0
NV_296_00080.jpg,2.173553497186731e-07,0
NV_296_00110.jpg,1.2715428283627261e-06,0
NV_296_00113.jpg,1.5555881418549689e-06,0
NV_386_00019.jpg,8.85136796568986e-06,0
NV_386_00042.jpg,5.513421683644992e-07,0
NV_386_00043.jpg,4.680885581365146e-07,0
NV_386_00049.jpg,9.65075059866649e-07,0
NV_386_00050.jpg,9.55738300945086e-07,0
NV_568_00024.jpg,9.794601396606595e-08,0
NV_568_00035.jpg,1.3890938532767905e-07,0
NV_568_00045.jpg,1.7333924517970445e-07,0
NV_568_00070.jpg,2.392702526776702e-06,0
NV_568_00072.jpg,3.23937115354056e-06,0
NV_568_00091.jpg,1.9719755073310807e-06,0
NV_568_00093.jpg,1.8770089127428946e-06,0
NV_568_00102.jpg,1.3376534298004117e-06,0
NV_568_00106.jpg,1.1699856941049802e-06,0
NV_650_00027.jpg,7.294323154383164e-07,0
NV_650_00051.jpg,4.5215705313239596e-07,0
NV_650_00067.jpg,3.280721898590855e-07,0
NV_650_00105.jpg,9.420393325854093e-06,0
NV_650_00111.jpg,4.892836003023149e-08,0
NV_650_00116.jpg,7.00162161137996e-07,0
NV_650_00134.jpg,5.535329819394974e-06,0
NV_650_00139.jpg,2.0378233784867916e-06,0
NV_779_00006.jpg,1.2838187180008731e-09,0
NV_779_00025.jpg,6.217769765726189e-08,0
NV_779_00031.jpg,2.713166793455457e-07,0
NV_779_00046.jpg,7.76783906530909e-07,0
NV_779_00060.jpg,1.2500562718287256e-07,0
NV_779_00079.jpg,4.070396698807599e-06,0
NV_779_00092.jpg,9.470607551520516e-07,0
NV_779_00098.jpg,1.4401857697521336e-06,0
NV_779_00114.jpg,1.941908749358845e-06,0
NV_941_00003.jpg,2.6117033868899853e-08,0
NV_941_00010.jpg,1.4591041264111482e-08,0
NV_941_00012.jpg,1.586739273307103e-08,0
NV_941_00017.jpg,3.1959000779124835e-08,0
NV_941_00027.jpg,4.958440058544511e-07,0
NV_941_00044.jpg,1.8329724582599738e-07,0
NV_941_00073.jpg,5.334799624279185e-08,0
NV_941_00097.jpg,6.450639489230525e-08,0
NV_941_00116.jpg,2.7649033285115365e-08,0
NV_941_00130.jpg,1.2060095855304098e-07,0
NV_941_00132.jpg,9.436386960715026e-08,0
NV_973_00001.jpg,8.528177772859635e-07,0
NV_973_00009.jpg,1.2556503747873649e-07,0
NV_973_00013.jpg,3.3170298507911866e-08,0
NV_973_00036.jpg,2.8366322624151508e-08,0
NV_973_00067.jpg,1.454406231005123e-07,0
NV_973_00127.jpg,1.5365445449333492e-07,0
fight_0002_00027.jpg,0.9999837875366211,1
fight_0002_00036.jpg,0.9999855756759644,1
fight_0003_00000.jpg,0.9999929666519165,1
fight_0003_00003.jpg,0.9999958276748657,1
fight_0003_00029.jpg,0.9999732971191406,1
fight_0003_00037.jpg,0.9999606609344482,1
fight_0003_00041.jpg,0.9999834299087524,1
fight_0003_00047.jpg,0.9999738931655884,1
fight_0004_00023.jpg,0.9999983310699463,1
fight_0004_00026.jpg,0.9999887943267822,1
fight_0004_00029.jpg,0.9999922513961792,1
fight_0004_00033.jpg,0.9999886751174927,1
